time_index,gen_full,cf
9,wecc_pnw_utilitypv_class5_moderate_6,0.006
10,wecc_pnw_utilitypv_class5_moderate_6,0.275
11,wecc_pnw_utilitypv_class5_moderate_6,0.471
12,wecc_pnw_utilitypv_class5_moderate_6,0.547
13,wecc_pnw_utilitypv_class5_moderate_6,0.646
14,wecc_pnw_utilitypv_class5_moderate_6,0.632
15,wecc_pnw_utilitypv_class5_moderate_6,0.499
16,wecc_pnw_utilitypv_class5_moderate_6,0.403
17,wecc_pnw_utilitypv_class5_moderate_6,0.124
18,wecc_pnw_utilitypv_class5_moderate_6,0.0
19,wecc_pnw_utilitypv_class5_moderate_6,0.0
20,wecc_pnw_utilitypv_class5_moderate_6,0.0
21,wecc_pnw_utilitypv_class5_moderate_6,0.0
22,wecc_pnw_utilitypv_class5_moderate_6,0.0
23,wecc_pnw_utilitypv_class5_moderate_6,0.0
24,wecc_pnw_utilitypv_class5_moderate_6,0.0
1,wecc_pnw_utilitypv_class5_moderate_7,0.0
2,wecc_pnw_utilitypv_class5_moderate_7,0.0
3,wecc_pnw_utilitypv_class5_moderate_7,0.0
4,wecc_pnw_utilitypv_class5_moderate_7,0.0
5,wecc_pnw_utilitypv_class5_moderate_7,0.0
6,wecc_pnw_utilitypv_class5_moderate_7,0.0
7,wecc_pnw_utilitypv_class5_moderate_7,0.0
8,wecc_pnw_utilitypv_class5_moderate_7,0.0
9,wecc_pnw_utilitypv_class5_moderate_7,0.027
10,wecc_pnw_utilitypv_class5_moderate_7,0.259
11,wecc_pnw_utilitypv_class5_moderate_7,0.421
12,wecc_pnw_utilitypv_class5_moderate_7,0.488
13,wecc_pnw_utilitypv_class5_moderate_7,0.496
14,wecc_pnw_utilitypv_class5_moderate_7,0.518
15,wecc_pnw_utilitypv_class5_moderate_7,0.448
16,wecc_pnw_utilitypv_class5_moderate_7,0.309
17,wecc_pnw_utilitypv_class5_moderate_7,0.135
18,wecc_pnw_utilitypv_class5_moderate_7,0.0
19,wecc_pnw_utilitypv_class5_moderate_7,0.0
20,wecc_pnw_utilitypv_class5_moderate_7,0.0
21,wecc_pnw_utilitypv_class5_moderate_7,0.0
22,wecc_pnw_utilitypv_class5_moderate_7,0.0
23,wecc_pnw_utilitypv_class5_moderate_7,0.0
24,wecc_pnw_utilitypv_class5_moderate_7,0.0
1,wecc_pnw_utilitypv_class5_moderate_8,0.0
2,wecc_pnw_utilitypv_class5_moderate_8,0.0
3,wecc_pnw_utilitypv_class5_moderate_8,0.0
4,wecc_pnw_utilitypv_class5_moderate_8,0.0
5,wecc_pnw_utilitypv_class5_moderate_8,0.0
6,wecc_pnw_utilitypv_class5_moderate_8,0.0
7,wecc_pnw_utilitypv_class5_moderate_8,0.0
8,wecc_pnw_utilitypv_class5_moderate_8,0.0
9,wecc_pnw_utilitypv_class5_moderate_8,0.015
10,wecc_pnw_utilitypv_class5_moderate_8,0.264
11,wecc_pnw_utilitypv_class5_moderate_8,0.483
12,wecc_pnw_utilitypv_class5_moderate_8,0.532
13,wecc_pnw_utilitypv_class5_moderate_8,0.597
14,wecc_pnw_utilitypv_class5_moderate_8,0.583
15,wecc_pnw_utilitypv_class5_moderate_8,0.462
16,wecc_pnw_utilitypv_class5_moderate_8,0.373
17,wecc_pnw_utilitypv_class5_moderate_8,0.121
18,wecc_pnw_utilitypv_class5_moderate_8,0.0
19,wecc_pnw_utilitypv_class5_moderate_8,0.0
20,wecc_pnw_utilitypv_class5_moderate_8,0.0
21,wecc_pnw_utilitypv_class5_moderate_8,0.0
22,wecc_pnw_utilitypv_class5_moderate_8,0.0
23,wecc_pnw_utilitypv_class5_moderate_8,0.0
24,wecc_pnw_utilitypv_class5_moderate_8,0.0
1,wecc_pnw_utilitypv_class5_moderate_9,0.0
2,wecc_pnw_utilitypv_class5_moderate_9,0.0
3,wecc_pnw_utilitypv_class5_moderate_9,0.0
4,wecc_pnw_utilitypv_class5_moderate_9,0.0
5,wecc_pnw_utilitypv_class5_moderate_9,0.0
6,wecc_pnw_utilitypv_class5_moderate_9,0.0
7,wecc_pnw_utilitypv_class5_moderate_9,0.0
8,wecc_pnw_utilitypv_class5_moderate_9,0.0
9,wecc_pnw_utilitypv_class5_moderate_9,0.0
10,wecc_pnw_utilitypv_class5_moderate_9,0.243
11,wecc_pnw_utilitypv_class5_moderate_9,0.444
12,wecc_pnw_utilitypv_class5_moderate_9,0.475
13,wecc_pnw_utilitypv_class5_moderate_9,0.408
14,wecc_pnw_utilitypv_class5_moderate_9,0.426
15,wecc_pnw_utilitypv_class5_moderate_9,0.482
16,wecc_pnw_utilitypv_class5_moderate_9,0.298
17,wecc_pnw_utilitypv_class5_moderate_9,0.088
18,wecc_pnw_utilitypv_class5_moderate_9,0.0
19,wecc_pnw_utilitypv_class5_moderate_9,0.0
20,wecc_pnw_utilitypv_class5_moderate_9,0.0
21,wecc_pnw_utilitypv_class5_moderate_9,0.0
22,wecc_pnw_utilitypv_class5_moderate_9,0.0
23,wecc_pnw_utilitypv_class5_moderate_9,0.0
24,wecc_pnw_utilitypv_class5_moderate_9,0.0
1,wecc_pnw_utilitypv_class5_moderate_10,0.0
2,wecc_pnw_utilitypv_class5_moderate_10,0.0
3,wecc_pnw_utilitypv_class5_moderate_10,0.0
4,wecc_pnw_utilitypv_class5_moderate_10,0.0
5,wecc_pnw_utilitypv_class5_moderate_10,0.0
6,wecc_pnw_utilitypv_class5_moderate_10,0.0
7,wecc_pnw_utilitypv_class5_moderate_10,0.0
8,wecc_pnw_utilitypv_class5_moderate_10,0.0
9,wecc_pnw_utilitypv_class5_moderate_10,0.025
10,wecc_pnw_utilitypv_class5_moderate_10,0.271
11,wecc_pnw_utilitypv_class5_moderate_10,0.463
12,wecc_pnw_utilitypv_class5_moderate_10,0.543
13,wecc_pnw_utilitypv_class5_moderate_10,0.54
14,wecc_pnw_utilitypv_class5_moderate_10,0.554
15,wecc_pnw_utilitypv_class5_moderate_10,0.436
16,wecc_pnw_utilitypv_class5_moderate_10,0.342
17,wecc_pnw_utilitypv_class5_moderate_10,0.149
18,wecc_pnw_utilitypv_class5_moderate_10,0.0
19,wecc_pnw_utilitypv_class5_moderate_10,0.0
20,wecc_pnw_utilitypv_class5_moderate_10,0.0
21,wecc_pnw_utilitypv_class5_moderate_10,0.0
22,wecc_pnw_utilitypv_class5_moderate_10,0.0
23,wecc_pnw_utilitypv_class5_moderate_10,0.0
24,wecc_pnw_utilitypv_class5_moderate_10,0.0
1,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.552
2,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.49
3,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.433
4,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.378
5,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.458
6,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.586
7,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.888
8,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.904
9,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.76
10,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.725
11,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.716
12,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.577
13,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.562
14,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.362
15,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.953
16,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.979
17,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.994
18,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.96
19,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.928
20,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.83
21,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.883
22,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.857
23,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.815
24,wecc_pnw_offshorewind_class8_moderate_floating_1_1,0.675
1,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.596
2,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.543
3,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.457
4,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.356
5,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.459
6,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.633
7,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.928
8,wecc_pnw_offshorewind_class8_moderate_floating_1_2,1.0
9,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.779
10,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.618
11,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.589
12,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.314
13,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.471
14,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.278
15,wecc_pnw_offshorewind_class8_moderate_floating_1_2,1.0
16,wecc_pnw_offshorewind_class8_moderate_floating_1_2,1.0
17,wecc_pnw_offshorewind_class8_moderate_floating_1_2,1.0
18,wecc_pnw_offshorewind_class8_moderate_floating_1_2,1.0
19,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.99
20,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.781
21,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.783
22,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.935
23,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.996
24,wecc_pnw_offshorewind_class8_moderate_floating_1_2,0.817
1,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.603
2,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.535
3,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.454
4,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.348
5,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.455
6,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.631
7,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.934
8,wecc_pnw_offshorewind_class8_moderate_floating_1_3,1.0
9,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.775
10,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.614
11,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.576
12,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.312
13,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.471
14,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.288
15,wecc_pnw_offshorewind_class8_moderate_floating_1_3,1.0
16,wecc_pnw_offshorewind_class8_moderate_floating_1_3,1.0
17,wecc_pnw_offshorewind_class8_moderate_floating_1_3,1.0
18,wecc_pnw_offshorewind_class8_moderate_floating_1_3,1.0
19,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.974
20,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.779
21,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.801
22,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.944
23,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.985
24,wecc_pnw_offshorewind_class8_moderate_floating_1_3,0.78
1,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.653
2,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.531
3,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.45
4,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.347
5,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.445
6,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.619
7,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.976
8,wecc_pnw_offshorewind_class8_moderate_floating_1_4,1.0
9,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.807
10,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.718
11,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.667
12,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.452
13,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.637
14,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.451
15,wecc_pnw_offshorewind_class8_moderate_floating_1_4,1.0
16,wecc_pnw_offshorewind_class8_moderate_floating_1_4,1.0
17,wecc_pnw_offshorewind_class8_moderate_floating_1_4,1.0
18,wecc_pnw_offshorewind_class8_moderate_floating_1_4,1.0
19,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.971
20,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.851
21,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.94
22,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.991
23,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.923
24,wecc_pnw_offshorewind_class8_moderate_floating_1_4,0.674
1,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.58
2,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.526
3,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.445
4,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.349
5,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.45
6,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.619
7,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.914
8,wecc_pnw_offshorewind_class8_moderate_floating_1_5,1.0
9,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.769
10,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.621
11,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.607
12,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.335
13,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.497
14,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.307
15,wecc_pnw_offshorewind_class8_moderate_floating_1_5,1.0
16,wecc_pnw_offshorewind_class8_moderate_floating_1_5,1.0
17,wecc_pnw_offshorewind_class8_moderate_floating_1_5,1.0
18,wecc_pnw_offshorewind_class8_moderate_floating_1_5,1.0
19,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.991
20,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.773
21,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.786
22,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.923
23,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.962
24,wecc_pnw_offshorewind_class8_moderate_floating_1_5,0.793
1,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.703
2,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.541
3,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.541
4,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.567
5,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.615
6,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.726
7,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.968
8,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.979
9,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.955
10,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.977
11,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.975
12,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.976
13,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.975
14,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.952
15,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.971
16,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.975
17,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.973
18,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.971
19,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.971
20,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.968
21,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.969
22,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.938
23,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.945
24,wecc_pnw_offshorewind_class8_moderate_floating_0_1,0.965
1,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.746
2,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.577
3,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.565
4,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.557
5,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.586
6,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.712
7,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.983
8,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.995
9,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.985
10,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.995
11,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.994
12,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.994
13,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.994
14,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.979
15,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.993
16,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.994
17,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.993
18,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.993
19,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.993
20,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.991
21,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.991
22,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.967
23,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.92
24,wecc_pnw_offshorewind_class8_moderate_floating_0_2,0.95
1,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.751
2,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.584
3,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.524
4,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.482
5,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.512
6,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.663
7,wecc_pnw_offshorewind_class8_moderate_floating_0_3,1.0
8,wecc_pnw_offshorewind_class8_moderate_floating_0_3,1.0
9,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.98
10,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.999
11,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.994
12,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.95
13,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.995
14,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.919
15,wecc_pnw_offshorewind_class8_moderate_floating_0_3,1.0
16,wecc_pnw_offshorewind_class8_moderate_floating_0_3,1.0
17,wecc_pnw_offshorewind_class8_moderate_floating_0_3,1.0
18,wecc_pnw_offshorewind_class8_moderate_floating_0_3,1.0
19,wecc_pnw_offshorewind_class8_moderate_floating_0_3,1.0
20,wecc_pnw_offshorewind_class8_moderate_floating_0_3,1.0
21,wecc_pnw_offshorewind_class8_moderate_floating_0_3,1.0
22,wecc_pnw_offshorewind_class8_moderate_floating_0_3,1.0
23,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.941
24,wecc_pnw_offshorewind_class8_moderate_floating_0_3,0.854
1,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.717
2,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.584
3,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.506
4,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.433
5,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.474
6,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.636
7,wecc_pnw_offshorewind_class8_moderate_floating_0_4,1.0
8,wecc_pnw_offshorewind_class8_moderate_floating_0_4,1.0
9,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.941
10,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.948
11,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.923
12,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.712
13,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.853
14,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.676
15,wecc_pnw_offshorewind_class8_moderate_floating_0_4,1.0
16,wecc_pnw_offshorewind_class8_moderate_floating_0_4,1.0
17,wecc_pnw_offshorewind_class8_moderate_floating_0_4,1.0
18,wecc_pnw_offshorewind_class8_moderate_floating_0_4,1.0
19,wecc_pnw_offshorewind_class8_moderate_floating_0_4,1.0
20,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.992
21,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.976
22,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.984
23,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.975
24,wecc_pnw_offshorewind_class8_moderate_floating_0_4,0.854
1,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.592
2,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.531
3,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.463
4,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.364
5,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.444
6,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.613
7,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.95
8,wecc_pnw_offshorewind_class8_moderate_floating_0_5,1.0
9,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.827
10,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.725
11,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.735
12,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.427
13,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.568
14,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.372
15,wecc_pnw_offshorewind_class8_moderate_floating_0_5,1.0
16,wecc_pnw_offshorewind_class8_moderate_floating_0_5,1.0
17,wecc_pnw_offshorewind_class8_moderate_floating_0_5,1.0
18,wecc_pnw_offshorewind_class8_moderate_floating_0_5,1.0
19,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.992
20,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.86
21,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.796
22,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.903
23,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.967
24,wecc_pnw_offshorewind_class8_moderate_floating_0_5,0.86
1,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
2,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
3,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
4,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
5,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
6,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
7,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
8,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
9,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
10,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
11,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
12,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
13,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
14,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
15,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
16,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
17,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
18,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
19,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
20,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
21,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
22,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
23,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
24,wecc_wyco_naturalgas_ccavgcf_moderate_0,1.0
1,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
2,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
3,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
4,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
5,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
6,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
7,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
8,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
9,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
10,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
11,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
12,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
13,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
14,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
15,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
16,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
17,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
18,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
19,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
20,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
21,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
22,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
23,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
24,wecc_wyco_naturalgas_ctavgcf_moderate_0,1.0
1,wecc_wyco_battery_moderate_0,1.0
2,wecc_wyco_battery_moderate_0,1.0
3,wecc_wyco_battery_moderate_0,1.0
4,wecc_wyco_battery_moderate_0,1.0
5,wecc_wyco_battery_moderate_0,1.0
6,wecc_wyco_battery_moderate_0,1.0
7,wecc_wyco_battery_moderate_0,1.0
8,wecc_wyco_battery_moderate_0,1.0
9,wecc_wyco_battery_moderate_0,1.0
10,wecc_wyco_battery_moderate_0,1.0
11,wecc_wyco_battery_moderate_0,1.0
12,wecc_wyco_battery_moderate_0,1.0
13,wecc_wyco_battery_moderate_0,1.0
14,wecc_wyco_battery_moderate_0,1.0
15,wecc_wyco_battery_moderate_0,1.0
16,wecc_wyco_battery_moderate_0,1.0
17,wecc_wyco_battery_moderate_0,1.0
18,wecc_wyco_battery_moderate_0,1.0
19,wecc_wyco_battery_moderate_0,1.0
20,wecc_wyco_battery_moderate_0,1.0
21,wecc_wyco_battery_moderate_0,1.0
22,wecc_wyco_battery_moderate_0,1.0
23,wecc_wyco_battery_moderate_0,1.0
24,wecc_wyco_battery_moderate_0,1.0
1,wecc_wyco_nuclear_nuclear_moderate_0,1.0
2,wecc_wyco_nuclear_nuclear_moderate_0,1.0
3,wecc_wyco_nuclear_nuclear_moderate_0,1.0
4,wecc_wyco_nuclear_nuclear_moderate_0,1.0
5,wecc_wyco_nuclear_nuclear_moderate_0,1.0
6,wecc_wyco_nuclear_nuclear_moderate_0,1.0
7,wecc_wyco_nuclear_nuclear_moderate_0,1.0
8,wecc_wyco_nuclear_nuclear_moderate_0,1.0
9,wecc_wyco_nuclear_nuclear_moderate_0,1.0
10,wecc_wyco_nuclear_nuclear_moderate_0,1.0
11,wecc_wyco_nuclear_nuclear_moderate_0,1.0
12,wecc_wyco_nuclear_nuclear_moderate_0,1.0
13,wecc_wyco_nuclear_nuclear_moderate_0,1.0
14,wecc_wyco_nuclear_nuclear_moderate_0,1.0
